Título,SalarioPromedio,España,CCAA,Mes,Nivel,Modalidad
"Project manager con python, españa",34,SI,NA,abril,Universidad,Presencial
Oferta pública: director programa de empleo y formación. certificado de profesionalidad…,20,SI,Andalucia,abril,Universidad,Presencial
Operador-a montador-a de video,15,SI,Andalucia,abril,Universidad,Presencial
"Devops engineer, republika bulgariya",27,NO,NA,abril,Otros,Presencial
"Splunk administrator, hibrido",60,SI,Madrid,abril,Otros,Híbrido
"Programador java linux grafana ciam, hibrido",16,SI,Cataluna,abril,FP/Bachiller,Híbrido
Logistica retail leganés,16,SI,Madrid,abril,NA,Presencial
"Operations data analytics, hibrido",27,SI,NA,abril,Otros,Híbrido
"Desarrollador-a fullstack, hibrido",32,SI,Comunidad Valenciana,abril,Otros,Híbrido
Conductores camión cisterna (gasóleo distintos usos),27,SI,Aragon,abril,Otros,Presencial
"It specialist, madrid",27,SI,Madrid,abril,Otros,Presencial
"Data manager, madrid",27,SI,Madrid,abril,Otros,Presencial
"Senior data engineer azure-databricks, 100% en remoto",44,SI,NA,abril,Otros,Remoto
"Desarrollador frontend react, madrid",27,SI,Madrid,abril,Otros,Presencial
"Arquitecto-experto datos, 100% en remoto",21,SI,NA,abril,Universidad,Remoto
"Arquitecto de aplicaciones .net grupofcc, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Sage x3 specialist, hibrido",27,SI,Cataluna,abril,Otros,Híbrido
"It data manager, hibrido",50,SI,Comunidad Valenciana,abril,Otros,Híbrido
"Integration architect, scotland",27,NA,NA,abril,Otros,Presencial
"Technical support engineer, london",27,NA,NA,abril,Otros,Presencial
Expendedor-a-vendedor-a gasolinera,16,SI,Canarias,abril,Universidad,Presencial
"Senior salesforce engineer, hibrido",27,SI,Andalucia,abril,Otros,Híbrido
"Visualization engineer, rzeczpospolita polska",27,NA,NA,abril,Otros,Presencial
"It platform owner, barcelona",27,SI,Cataluna,abril,Otros,Presencial
"Senior software developer, hibrido",19,SI,NA,abril,Básico,Híbrido
"Ap java micro (kubernetes, aws, azure), 100% en remoto",38,SI,NA,abril,Sin estudios,Remoto
"Db developer, rzeczpospolita polska",27,NA,NA,abril,Otros,Presencial
"Desarrollador c#, hibrido",39,SI,Madrid,abril,Otros,Híbrido
Montaje y mantenimiento de equipos industriales hostelería.,27,SI,Aragon,abril,Otros,Presencial
"Dieñador creativo - marketing digital, cádiz",27,SI,Andalucia,abril,Otros,Presencial
"Frontend developer react js, 100% en remoto",38,SI,NA,abril,Otros,Remoto
"Devops, 100% en remoto",46,SI,NA,abril,Otros,Remoto
"Desarrollador backend .net, hibrido",27,SI,Comunidad Valenciana,abril,Otros,Híbrido
Operario-a de envasado,16,SI,Andalucia,abril,Otros,Presencial
Oferta publica: auxiliar de ayuda a domicilio,16,SI,Andalucia,abril,Universidad,Presencial
Oferta publica: tecnico-a especialista patron de barco,25,SI,Andalucia,abril,Universidad,Presencial
"Back-end developer, republika bulgariya",27,NO,NA,abril,Otros,Presencial
"Big data engineer- data engineer, hibrido",27,SI,NA,abril,Otros,Híbrido
"Técnico ciberseguridad, hibrido",27,SI,Galicia,abril,Otros,Híbrido
"Fullstack developer (java-angular), hibrido",27,SI,Cataluna,abril,Otros,Híbrido
"Presales técnico para xdrnet, barcelona",32,SI,Cataluna,abril,Sin estudios,Presencial
"Consultor-a de negocio -sap brim, madrid",54,SI,Madrid,abril,Sin estudios,Presencial
"Desarrollador php (e-commerce), 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Ux designer, barcelona",27,SI,Cataluna,abril,Otros,Presencial
"Java backend developer senior, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Data architect & analytics, madrid",27,SI,Madrid,abril,Otros,Presencial
"Data engineer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Software automation, rzeczpospolita polska",27,NA,NA,abril,Otros,Presencial
"Test engineer, london",27,NA,NA,abril,Otros,Presencial
"Sap fico consultant, hibrido",27,SI,Cataluna,abril,Otros,Híbrido
"Product owner-business analyst, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Senior servicenow configuration manager, gotlands län",27,NA,NA,abril,Otros,Presencial
"Sc cleared oracle techno functional, london",27,NA,NA,abril,Otros,Presencial
"Programador-a senior python, hibrido",27,SI,Madrid,abril,Otros,Híbrido
"Analista-desarrollador, hibrido",33,SI,Comunidad Valenciana,abril,Sin estudios,Híbrido
"Programador-a fullstack, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Developer fullstack, hibrido",27,SI,Madrid,abril,Otros,Híbrido
"Programador full stack proyecto ciam, hibrido",16,SI,Cataluna,abril,FP/Bachiller,Híbrido
Ayudante de cocina (ref.:1203),27,SI,Asturias,abril,Otros,Presencial
"Ap fullstack (java-angular-plsql), málaga",32,SI,Andalucia,abril,Sin estudios,Presencial
"Analista programador en php, presencial",30,NO,NA,abril,Sin estudios,Presencial
"Application architect, london",27,NA,NA,abril,Otros,Presencial
Operario-a de calle para manteminiento de bicicletas eléctricas (ref 1762),27,SI,Asturias,abril,Otros,Presencial
Enfermero-a (ref. 34),27,SI,Asturias,abril,Otros,Presencial
Operario-a pintura industrial,19,SI,Cataluna,abril,Básico,Presencial
Técnico-a aa.dd y s.f en vivagym berlin,32,SI,Cataluna,abril,Sin estudios,Presencial
Tècnic-a de selecció i talent,21,SI,Cataluna,abril,Universidad,Presencial
"Business analyst - clm 100% (f-m-d), madrid",35,SI,Madrid,abril,Doctorado,Presencial
"Full stack .net software engineer f-m-d, madrid",16,SI,Madrid,abril,FP/Bachiller,Presencial
"Application 2nd level support 100% f-m-d, madrid",16,SI,Madrid,abril,FP/Bachiller,Presencial
Monitores infantiles de sala,21,SI,Cataluna,abril,Universidad,Presencial
"Devops engineer 100% (f-m-d), madrid",16,SI,Madrid,abril,FP/Bachiller,Presencial
"Security assurance analyst, rzeczpospolita polska",27,NA,NA,abril,Otros,Presencial
"Identity & access management operation, madrid",27,SI,Madrid,abril,Otros,Presencial
Técnico-a-a at. sociosanitaria-noche-temporal-leganés,32,SI,Madrid,abril,Sin estudios,Presencial
Técnico-a-a at. sociosanitaria-tarde-temporal-leganés,32,SI,Madrid,abril,Sin estudios,Presencial
Instructor de pilates máquina y suelo (ref.: 1875),27,SI,Asturias,abril,Otros,Presencial
Fisioterapeuta,27,SI,Murcia,abril,Otros,Presencial
Comercial de ventas (telemarketing),27,SI,Murcia,abril,Otros,Presencial
Albañiles,27,SI,Canarias,abril,Otros,Presencial
"Program manager, hessen",27,NA,NA,abril,Otros,Presencial
Pintores y-o empapeladores,27,SI,Canarias,abril,Otros,Presencial
Técnico-a superior prevención riesgos laborales (huelva),20,SI,Andalucia,abril,NA,Presencial
Electromecánicos para montaje de vehículos y robótica (sector defensa),27,SI,Aragon,abril,Otros,Presencial
Técnico-a aa.dd y s.f en benidorm,32,SI,Comunidad Valenciana,abril,Sin estudios,Presencial
Educador-a ambiental - balears,32,SI,Baleares,abril,Sin estudios,Presencial
1,32,SI,Cataluna,abril,Sin estudios,Presencial
Monitor-a de suport a llagostera. ref. smntr,32,SI,Cataluna,abril,Sin estudios,Presencial
"Técnico de marketing y comunicación, barcelona",32,SI,Cataluna,abril,Otros,Presencial
"Soporte sap fi-co, málaga",21,SI,Andalucia,abril,Universidad,Presencial
Educador-a ambiental - balears,32,SI,Baleares,abril,Sin estudios,Presencial
Enfermer@ para torremayor .,27,SI,Extremadura,abril,Otros,Presencial
"Mic senior support, rzeczpospolita polska",16,NA,NA,abril,FP/Bachiller,Presencial
Auxiliares de enfermería de geriatría,27,SI,Canarias,abril,Otros,Presencial
"Ingeniero-a infraestructura middleware, hibrido",16,SI,Madrid,abril,FP/Bachiller,Híbrido
"Recepcionistas en establecimientos distintos de oficinas, en general",16,SI,Galicia,abril,FP/Bachiller,Presencial
Conductor-a de furgoneta recogida muestras clínicas (toledo),72,SI,Castilla la Mancha,abril,Universidad,Presencial
Encofradores huesca y lleida,27,SI,Aragon,abril,Otros,Presencial
Ganaderos.,27,SI,Aragon,abril,Otros,Presencial
Administrativo-a cobros-tesoreria,16,SI,Aragon,abril,FP/Bachiller,Presencial
Personal limpieza industrial (nocturno),27,SI,Aragon,abril,Otros,Presencial
Auxiliar administrativo. atención al cliente.,27,SI,Madrid,abril,Otros,Presencial
Oferta 2192-electricista (oficial de 1º) en madrid,27,SI,Madrid,abril,Otros,Presencial
"Maquinistas retroexcavadoras, buldócer, trailla-mototrailla (varios puestos)",27,SI,Aragon,abril,Otros,Presencial
Personal de limpieza industrial (horario nocturno),27,SI,Aragon,abril,Otros,Presencial
Personal de limpieza (ref. 1949),27,SI,Asturias,abril,Otros,Presencial
Soldadores de hilo,27,SI,Aragon,abril,Otros,Presencial
Electricistas de mantenimiento y reparación-electricistas de fabricación,27,SI,Aragon,abril,Otros,Presencial
1 ayudante de cocina,27,SI,Cantabria,abril,Otros,Presencial
Carretillero-operario transpaleta eléctrica (con plataforma),27,SI,Murcia,abril,Otros,Presencial
Dependientes de recambios y accesorios de automóvil-empleados administrativos comerciales en general,16,SI,Aragon,abril,FP/Bachiller,Presencial
Conductores de camión rutas desde binéfar y-o monzón.,27,SI,Aragon,abril,Otros,Presencial
Operador-a de panel en planta termosolar,27,SI,Murcia,abril,Otros,Presencial
Mecánico-electromecánico mantenimiento industrial,27,SI,Aragon,abril,Otros,Presencial
Ingeniero comercial (h-m_dos vacantes),24,NO,Madrid,abril,Universidad,Presencial
Dependiente-camarero en cine (torre outlet),27,SI,Aragon,abril,Otros,Presencial
Monitor de sala,16,SI,Canarias,abril,Universidad,Presencial
Empleada de hogar,17,SI,NA,abril,Básico,Presencial
Pastor ovejas,20,SI,Castilla la Mancha,abril,Básico,Presencial
Transportista - montador muebles,20,SI,Castilla la Mancha,abril,Desconocido,Presencial
Responsable de sala,20,SI,Cataluna,abril,NA,Presencial
Es busca optometrista,22,SI,Cataluna,abril,Universidad,Presencial
Vendedores-as para el sorteo de oro de cruz roja (remunerado),7,SI,Cataluna,abril,Sin estudios,Presencial
Personal de vigilancia,20,SI,Aragon,abril,Básico,Presencial
Auxiliar de taller de rotulación,17,SI,Madrid,abril,Desconocido,Presencial
Cocinera,17,SI,Asturias,abril,Desconocido,Presencial
Auxiliar de caixa i reposador de supermercat,17,SI,Cataluna,abril,Básico,Presencial
Administrativo-a laboral barcelona,19,SI,Cataluna,abril,FP/Bachiller,Presencial
Oficial primera albañil,22,SI,Castilla la Mancha,abril,Desconocido,Presencial
Peón en obra de carretera,23,SI,Aragon,abril,Desconocido,Presencial
Oficial en obra de carretera,28,SI,Aragon,abril,Desconocido,Presencial
Limpiador-ra,14,SI,Navarra,abril,Básico,Presencial
Instalador,28,SI,Asturias,abril,FP/Bachiller,Presencial
Conductor trailer c+e,32,SI,Madrid,abril,Sin estudios,Presencial
Expendedor vendedor,17,SI,Navarra,abril,Básico,Presencial
Arquitecto-a junior,29,SI,Cataluna,abril,Universidad,Presencial
Ingeniero industrial,36,SI,Cantabria,abril,Universidad,Presencial
Chofer c+e,32,SI,Navarra,abril,FP/Bachiller,Presencial
Instaladores de fachadas técnicas,20,SI,Castilla Leon,abril,Básico,Presencial
Camarero restaurante pequeño,18,SI,Canarias,abril,Básico,Presencial
Vendedor-a media jorada 21h. zapatería niñ@s,14,SI,Madrid,abril,Básico,Presencial
Ayudante de pastelería,10,SI,Asturias,abril,Básico,Presencial
Camarera de piso,12,SI,Asturias,abril,FP/Bachiller,Presencial
Peón construcción,17,SI,Castilla Leon,abril,NA,Presencial
Fisioterapeuta para centro privado,15,SI,Galicia,abril,Universidad,Presencial
Contable -fiscalista,24,SI,Madrid,abril,FP/Bachiller,Presencial
"Devops engineer, hibrido",27,SI,Madrid,abril,Otros,Híbrido
"Java backend developer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Administrador sistemas red hat-vmware, presencial",27,SI,Madrid,abril,Otros,Presencial
"Programador-a jde, hibrido",27,SI,Aragon,abril,Otros,Híbrido
"Seo & aso marketing, barcelona",27,SI,Cataluna,abril,Otros,Presencial
"Responsable de plataforma b2b, córdoba",27,SI,Andalucia,abril,Otros,Presencial
"Software engineer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Senior backend engineer, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Consultor-a it, zaragoza",27,SI,Aragon,abril,Otros,Presencial
"Data cloud, hibrido",21,SI,NA,abril,Universidad,Híbrido
"Java developer, hibrido",44,SI,Cataluna,abril,Sin estudios,Híbrido
"Técnico-a marketing, málaga",27,SI,Andalucia,abril,Otros,Presencial
"Fullstack developer, hibrido",27,SI,Cataluna,abril,Otros,Híbrido
Costurera-arreglos de ropa,27,SI,Madrid,abril,Otros,Presencial
Personal caja gasolinera - aranda de duero,16,SI,Castilla Leon,abril,Universidad,Presencial
Operario-a de limpieza 34 horas-semana - mairena del aljarafe (turno de mañana),16,SI,Andalucia,abril,NA,Presencial
Parrillero-a (ref. 2212),27,SI,Asturias,abril,Otros,Presencial
Operario-a en planta de reciclaje de residuos eléctricos y electrónicos en aznalcollar (38 horas…,12,SI,Andalucia,abril,Sin estudios,Presencial
Comercial digital para salamanca,27,SI,Castilla Leon,abril,Otros,Presencial
Técnico-a analista de riesgo de crédito para salamanca,27,SI,Castilla Leon,abril,Otros,Presencial
2 y bolsa de socorrista en ayto. de almenar (soria),21,SI,Castilla Leon,abril,Universidad,Presencial
Ayudante de cocina para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
Albañil con prl,27,SI,Madrid,abril,Otros,Presencial
Pintura industrial,27,SI,Comunidad Valenciana,abril,Otros,Presencial
Capataz monitor-a de agricultura y jardinería en diputación de segovia,27,SI,Castilla Leon,abril,Otros,Presencial
Personal de limpieza en ayto. de monterrrubio de armuña (salamanca),20,SI,Castilla Leon,abril,NA,Presencial
Jefe-a de producción - ayudante de jefe de obra para ávila,27,SI,Castilla Leon,abril,Otros,Presencial
Educadores-as infantiles para hannover (alemania),21,NA,NA,abril,Universidad,Presencial
Foro de empleo universidad politécnica de valencia,27,NA,NA,abril,Otros,Presencial
Contable para espirdo (segovia),27,SI,Castilla Leon,abril,Otros,Presencial
Operario-a sección corte de calzadado,21,SI,Castilla la Mancha,abril,Universidad,Presencial
Operarios para instalación de cableado en planta fotovoltaica de grijota (palencia),27,SI,Castilla Leon,abril,Otros,Presencial
Auxiliar adminitrativo-a en ayto. de truchas (león),27,SI,Castilla Leon,abril,Otros,Presencial
Profesional recursos humanos para león,20,SI,Castilla Leon,abril,NA,Presencial
Técnico-a de mantenimiento,21,SI,Baleares,abril,Universidad,Presencial
Comercial para villadangos del páramo (león),27,SI,Castilla Leon,abril,Otros,Presencial
Técnico-a mantenimiento para fresno de la ribera (zamora),16,SI,Castilla Leon,abril,FP/Bachiller,Presencial
Monitor-a para programa madrugadores en ampudia (palencia),27,SI,Castilla Leon,abril,Otros,Presencial
Experiment support and instrument technician (francia),27,NA,NA,abril,Otros,Presencial
Cocinero-ayudante de cocina en navia (asturias),27,NA,NA,abril,Otros,Presencial
Primary school teacher (suecia),27,NA,NA,abril,Otros,Presencial
Personal de limpieza cedeira 1 hora a la semana,72,SI,Galicia,abril,NA,Presencial
Limpieza de gimnasio granada l-v,16,SI,Andalucia,abril,NA,Presencial
Limpieza y-o lavandería zona tarragona,72,SI,Cataluna,abril,NA,Presencial
Personal centro de lavado (cuenca),16,SI,Castilla la Mancha,abril,Universidad,Presencial
Limpieza aeropuerto menorca,16,SI,Baleares,abril,NA,Presencial
"Technical tester, stockholm",27,NA,NA,abril,Otros,Presencial
"Técnico-a it soporte (discapacidad), madrid",27,SI,Madrid,abril,Universidad,Presencial
"Programadores-as .net - angular, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Senior react developers, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Programador .net-angular, hibrido",32,SI,Madrid,abril,Sin estudios,Híbrido
"Ios developer, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Fullstack python +react, hibrido",27,SI,Cataluna,abril,Otros,Híbrido
"Lead developer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Programador fullstack angular .net, hibrido",34,SI,Madrid,abril,Sin estudios,Híbrido
"Software developer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Abap-fiori developer, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Ingeniero cloud azure, 100% en remoto",21,SI,NA,abril,Universidad,Remoto
"Desarrollador react native, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Operador-a sistemas 24*7, presencial",21,SI,Madrid,abril,Universidad,Presencial
"Senior ui developer, london",27,NA,NA,abril,Otros,Presencial
10 puestos de teleoperador-a comercial (ref. 3330),27,SI,Asturias,abril,Otros,Presencial
"Helpdesk funcional - soporte a usuarios, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Consultor de sitemas de gestión iso, burgos",27,SI,Castilla Leon,abril,Otros,Presencial
"Desarrollador-a java, málaga",21,SI,Andalucia,abril,Universidad,Presencial
Soldadores de estructuras metálicas pesadas,27,SI,Castilla Leon,abril,Otros,Presencial
Camareros de piso (hostelería),27,SI,Andalucia,abril,Otros,Presencial
Auxiliar administrativo-a contable (ref.04 2025 001558),27,SI,Baleares,abril,Otros,Presencial
Medico-a para residencia de mayores en olmedo (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
"Abogados, en general",27,SI,Andalucia,abril,Otros,Presencial
"Senior analyst for pmo support, hibrido",27,SI,Madrid,abril,Otros,Híbrido
Peón de explotación porcina,27,SI,Aragon,abril,Otros,Presencial
Cocinero-a para residencia de mayores en la seca (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Aplicadors-es de plaguicides,27,SI,Cataluna,abril,Otros,Presencial
"Ingeniero de sistemas, málaga",21,SI,Andalucia,abril,Universidad,Presencial
Enfermeros de cuidados generales,27,SI,Andalucia,abril,Otros,Presencial
"Outsystem developer, utrecht",27,NA,NA,abril,Otros,Presencial
Directores de residencia de personas mayores (empleo público),21,SI,Aragon,abril,Universidad,Presencial
"Jardineros, en general",27,SI,Andalucia,abril,Otros,Presencial
"Consultor funcional - técnico senior, madrid",27,SI,Madrid,abril,Otros,Presencial
Educador-a social,21,SI,Cataluna,abril,Universidad,Presencial
"Abogados, en general",27,SI,Andalucia,abril,Otros,Presencial
"Infrastructure engineer, skåne",27,NA,NA,abril,Otros,Presencial
Peón fabricación material electrónico (con discapacidad),27,SI,Aragon,abril,Otros,Presencial
"Recruiter it 360, hibrido",21,SI,Madrid,abril,Universidad,Híbrido
"Consultor-a junior dlp, hibrido",32,SI,Madrid,abril,Sin estudios,Híbrido
"Camareros, en general",27,SI,Castilla Leon,abril,Otros,Presencial
"Administrador-a almacenamiento backup, hibrido",21,SI,Madrid,abril,Universidad,Híbrido
"Investment associate director, presencial",21,SI,Madrid,abril,Universidad,Presencial
1 operario-a de lavado de vehículos,27,SI,Cantabria,abril,Otros,Presencial
Personal de limpieza o limpiadores en general,27,SI,Cataluna,abril,Otros,Presencial
"Sc cleared data engineer, london",27,NA,NA,abril,Otros,Presencial
Electromecànic-a de manteniment industrial (manteniment i reparació general),16,SI,Cataluna,abril,FP/Bachiller,Presencial
"Solutions architect, london",27,NA,NA,abril,Otros,Presencial
"Conserjes, en general",27,SI,Castilla Leon,abril,Otros,Presencial
"Cocineros, en general",20,SI,Cataluna,abril,Otros,Presencial
"Tester pde portals, utrecht",27,NA,NA,abril,Otros,Presencial
"Technical project manager, london",21,NA,NA,abril,Universidad,Presencial
"Senior software developer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Controlm developer, rzeczpospolita polska",27,NA,NA,abril,Otros,Presencial
"Front react native con ingles, madrid",21,NA,NA,abril,Universidad,Presencial
"Técnico soporte microinformático, presencial",16,SI,Andalucia,abril,Sin estudios,Presencial
"Administrador de bases de datos, sevilla",21,SI,Andalucia,abril,Universidad,Presencial
"Soporte microinformatico, presencial - primer empleo",21,SI,Asturias,abril,Universidad,Presencial
"Técnico-a micro, álava",32,SI,Pais Vasco,abril,Sin estudios,Presencial
"Cocineros, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
"Programador-a salesforce + jenkins, hibrido",27,SI,Madrid,abril,Otros,Híbrido
"Beca oficina proyectos cto it, madrid - primer empleo",21,SI,Madrid,abril,Universidad,Presencial
"Cto start up, 100% en remoto",42,SI,NA,abril,Otros,Remoto
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",27,SI,Castilla Leon,abril,Otros,Presencial
"Appian lead, hessen",27,NA,NA,abril,Otros,Presencial
Mantenedor-a de edificios imprescindible certificado de discapacidad igual o superior al 33%.,16,SI,Madrid,abril,FP/Bachiller,Presencial
"Lead engineer - oracle, hessen",27,NA,NA,abril,Otros,Presencial
Oficial-a 1ª de la construcció,27,SI,Cataluna,abril,Otros,Presencial
"Onsite it coordinator, london",27,NA,NA,abril,Otros,Presencial
Monitor-a de natación,16,SI,Baleares,abril,FP/Bachiller,Presencial
"Empleados administrativos, en general",21,SI,Cataluna,abril,Universidad,Presencial
"Sap fi-co servicio am, barcelona",52,SI,Cataluna,abril,Universidad,Presencial
Aux.enfermeria,27,SI,Castilla Leon,abril,Otros,Presencial
Agentes comerciales,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Agentes comerciales,16,SI,Andalucia,abril,FP/Bachiller,Presencial
"Developer backend, málaga",27,SI,Andalucia,abril,Otros,Presencial
Educador-a (ref. 2204),27,SI,Asturias,abril,Otros,Presencial
"Home project manager, madrid",21,SI,Madrid,abril,Universidad,Presencial
"Psicólogos, en general",27,SI,Cataluna,abril,Otros,Presencial
"Ux researcher application, utrecht",27,NA,NA,abril,Otros,Presencial
"Analista programador cobol db2 (cirbe), 100% en remoto",34,SI,NA,abril,Otros,Remoto
Ayudante de cocinero para parrilla-asador,27,SI,Extremadura,abril,Otros,Presencial
"Sap s4-hana source to pay, madrid",27,SI,Madrid,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Producción-chofer c1,27,SI,Pais Vasco,abril,Otros,Presencial
Ayudantes de veterinaria,27,SI,Galicia,abril,Otros,Presencial
"Conductores de autobús, en general",27,SI,Castilla Leon,abril,Otros,Presencial
Administrativo-a,16,SI,Pais Vasco,abril,FP/Bachiller,Presencial
1 cocinero-a (ref. 2217),27,SI,Asturias,abril,Otros,Presencial
1 dependiente-a,27,SI,Cantabria,abril,Otros,Presencial
Formad@r de formación no reglada (grupo i),27,SI,Extremadura,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Albañiles,27,SI,Andalucia,abril,Otros,Presencial
Agentes de seguros,20,SI,Andalucia,abril,NA,Presencial
1 camarero-a de habitaciones (ref. 2214),27,SI,Asturias,abril,Otros,Presencial
1 ayudante de cocina (ref. 2216),27,SI,Asturias,abril,Otros,Presencial
Ayudante de camarero-a (ref.2213),27,SI,Asturias,abril,Otros,Presencial
Electromecánicos de mantenimiento industrial (mantenimiento y reparación general),16,SI,Andalucia,abril,FP/Bachiller,Presencial
Administrativo-a - comercial,27,SI,Pais Vasco,abril,Otros,Presencial
1 camarero-a (ref. 2215),27,SI,Asturias,abril,Otros,Presencial
Soldador-a,16,SI,Pais Vasco,abril,FP/Bachiller,Presencial
Mecanico-a manquinaria industrial,27,SI,Pais Vasco,abril,Otros,Presencial
"Jardineros, en general",27,SI,Cataluna,abril,Otros,Presencial
"Técnico-a instalación de alarmas, presencial",21,SI,Cataluna,abril,Universidad,Presencial
Agentes comerciales,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Auxiliar de geriatria - sociosanitario- auxiliar de enfermeria,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Camarero-a,27,SI,Pais Vasco,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Enfermeiros especialistas en enfermería geríatrica,27,SI,Galicia,abril,Otros,Presencial
Director-a programa experiencial del ayuntamiento de orihuela del tremedal.,27,SI,Aragon,abril,Otros,Presencial
"Fisioterapeutas, en general",27,SI,Andalucia,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
"Camareros, en general",16,SI,Andalucia,abril,FP/Bachiller,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Albañiles,27,SI,Galicia,abril,Otros,Presencial
"Psicólogos, en general",27,SI,Andalucia,abril,Otros,Presencial
<b>personal de geriatría<-b>,27,SI,Aragon,abril,Otros,Presencial
Albañiles,19,SI,Castilla Leon,abril,Básico,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Electromecánicos de mantenimiento industrial (mantenimiento y reparación general),27,SI,Andalucia,abril,Otros,Presencial
Conductores-operadores de grúa en camión,16,SI,Andalucia,abril,FP/Bachiller,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Pais Vasco,abril,Otros,Presencial
Técnico superior en animación sociocultural y turística,27,SI,Extremadura,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Técnico-a aplicador control de plagas,27,SI,Aragon,abril,Otros,Presencial
"Camareros, en general",27,SI,Canarias,abril,Otros,Presencial
"Senior backend developer java, 100% en remoto",32,SI,NA,abril,Sin estudios,Remoto
"Devops cloud engineer, 100% en remoto",39,SI,NA,abril,Universidad,Remoto
"Desarrollador-a java springboot, 100% en remoto",39,SI,NA,abril,Otros,Remoto
"Senior devops engineer, barcelona",27,SI,Cataluna,abril,Otros,Presencial
"Technical lead azure, 100% en remoto",27,SI,NA,abril,Otros,Remoto
"Consultor-a funcional business central, presencial",35,SI,Galicia,abril,Doctorado,Presencial
"Técnico-a de servidores linux-openshift, hibrido",32,SI,Madrid,abril,Sin estudios,Híbrido
"Machine learning engineer, barcelona",27,SI,Cataluna,abril,Otros,Presencial
"Ingeniero-a de software, hibrido",27,SI,Castilla Leon,abril,Otros,Híbrido
"Docente certificado de profesionalidad redes, toledo",32,SI,Castilla la Mancha,abril,Sin estudios,Presencial
"Principal software developer, madrid",27,SI,Madrid,abril,Otros,Presencial
"Software development books search, madrid",27,SI,Madrid,abril,Otros,Presencial
"Desarrollador-a power apps, 100% en remoto",32,SI,NA,abril,Otros,Remoto
"Sc cleared devops engineer, london",27,NA,NA,abril,Otros,Presencial
"Docente online inteligencia artificial, 100% en remoto",24,SI,NA,abril,Sin estudios,Remoto
"Técnico-a de comunicación, hibrido",27,SI,Galicia,abril,Otros,Híbrido
"Senior data analyst, madrid",27,SI,Madrid,abril,Otros,Presencial
"Consultor-a sap hcm, presencial - primer empleo",21,SI,Madrid,abril,Universidad,Presencial
"Técnico de sistemas senior, zaragoza",30,SI,Aragon,abril,Sin estudios,Presencial
Administrativo-a,21,SI,Murcia,abril,Universidad,Presencial
"Cuidadores de personas con discapacidad y-o dependencia, en instituciones",20,SI,Andalucia,abril,NA,Presencial
Camarero-a para hogar social acor de olmedo (valladolid),27,SI,Castilla Leon,abril,Otros,Presencial
Gerocultor-a (ref.:1427),27,SI,Asturias,abril,Otros,Presencial
Médicos especialistas en medicina interna,27,SI,Andalucia,abril,Otros,Presencial
Auxiliar administrativo-a (ref. 2242),21,SI,Asturias,abril,Universidad,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
Work-location,27,SI,Cataluna,abril,Otros,Presencial
